src_ip,count,CDF,,,,,total,1155236
192.170.1.224,2,58.32453282,,,,,,
192.170.1.225,1,58.32461939,,,,,,
192.170.1.226,2,58.32479251,,,,,,
192.170.1.227,2,58.32496563,,,,,,
192.170.1.228,1,58.3250522,,,,,,
192.170.1.229,1,58.32513876,,,,,,
192.170.1.23,3,58.32539845,,,,,,
192.170.1.231,1,58.32548501,,,,,,
192.170.1.232,1,58.32557157,,,,,,
192.170.1.234,1,58.32565813,,,,,,
192.170.1.235,1,58.3257447,,,,,,
192.170.1.237,2,58.32591782,,,,,,
192.170.1.238,1,58.32600438,,,,,,
192.170.1.239,2,58.32617751,,,,,,
192.170.1.24,4,58.32652376,,,,,,
192.170.1.240,1,58.32661032,,,,,,
192.170.1.242,1,58.32669688,,,,,,
192.170.1.243,2,58.32687001,,,,,,
192.170.1.244,2,58.32704313,,,,,,
192.170.1.245,2,58.32721626,,,,,,
192.170.1.246,1,58.32730282,,,,,,
192.170.1.247,2,58.32747594,,,,,,
192.170.1.248,2,58.32764907,,,,,,
192.170.1.249,1,58.32773563,,,,,,
192.170.1.25,3,58.32799532,,,,,,
192.170.1.250,2,58.32816844,,,,,,
192.170.1.251,2,58.32834157,,,,,,
192.170.1.252,3,58.32860126,,,,,,
192.170.1.253,3,58.32886094,,,,,,
192.170.1.254,2,58.32903407,,,,,,
192.170.1.255,2,58.32920719,,,,,,
192.170.1.26,3,58.32946688,,,,,,
192.170.1.27,2,58.32964,,,,,,
192.170.1.28,2,58.32981313,,,,,,
192.170.1.29,3,58.33007282,,,,,,
192.170.1.3,2,58.33024594,,,,,,
192.170.1.30,2,58.33041907,,,,,,
192.170.1.33,3,58.33067875,,,,,,
192.170.1.37,1,58.33076532,,,,,,
192.170.1.4,2,58.33093844,,,,,,
192.170.1.40,2,58.33111157,,,,,,
192.170.1.42,1,58.33119813,,,,,,
192.170.1.49,1,58.33128469,,,,,,
192.170.1.5,2,58.33145781,,,,,,
192.170.1.6,4,58.33180406,,,,,,
192.170.1.60,1,58.33189063,,,,,,
192.170.1.63,1,58.33197719,,,,,,
192.170.1.68,1,58.33206375,,,,,,
192.170.1.69,1,58.33215031,,,,,,
192.170.1.7,2,58.33232344,,,,,,
192.170.1.71,1,58.33241,,,,,,
192.170.1.72,2,58.33258313,,,,,,
192.170.1.74,1,58.33266969,,,,,,
192.170.1.8,3,58.33292938,,,,,,
192.170.1.82,1,58.33301594,,,,,,
192.170.1.9,4,58.33336219,,,,,,
192.170.1.92,1,58.33344875,,,,,,
192.170.1.95,1,58.33353531,,,,,,
192.170.1.96,1,58.33362187,,,,,,
192.170.1.98,1,58.33370844,,,,,,
192.170.1.99,1,58.333795,,,,,,
192.170.128.100,5,58.33422781,,,,,,
192.170.128.101,4,58.33457406,,,,,,
192.170.128.102,1,58.33466062,,,,,,
192.170.128.103,5,58.33509344,,,,,,
192.170.128.104,2,58.33526656,,,,,,
192.170.128.105,1,58.33535312,,,,,,
192.170.128.106,4,58.33569937,,,,,,
192.170.128.107,4,58.33604562,,,,,,
192.170.128.108,1,58.33613218,,,,,,
192.170.128.109,2,58.33630531,,,,,,
192.170.128.110,5,58.33673812,,,,,,
192.170.128.111,2,58.33691125,,,,,,
192.170.128.112,2,58.33708437,,,,,,
192.170.128.113,1,58.33717093,,,,,,
192.170.128.114,4,58.33751718,,,,,,
192.170.128.115,2,58.33769031,,,,,,
192.170.128.116,2,58.33786343,,,,,,
192.170.128.117,1,58.33794999,,,,,,
192.170.128.118,5,58.33838281,,,,,,
192.170.128.119,2,58.33855593,,,,,,
192.170.128.120,2,58.33872906,,,,,,
192.170.128.121,5,58.33916187,,,,,,
192.170.128.122,2,58.33933499,,,,,,
192.170.128.123,3,58.33959468,,,,,,
192.170.128.124,3,58.33985437,,,,,,
192.170.128.126,1,58.33994093,,,,,,
192.170.128.127,1,58.34002749,,,,,,
192.170.128.128,4,58.34037374,,,,,,
192.170.128.129,5,58.34080655,,,,,,
192.170.128.130,4,58.3411528,,,,,,
192.170.128.131,4,58.34149905,,,,,,
192.170.128.132,1,58.34158562,,,,,,
192.170.128.133,3,58.3418453,,,,,,
192.170.128.134,5,58.34227811,,,,,,
192.170.128.135,1,58.34236468,,,,,,
192.170.128.136,5,58.34279749,,,,,,
192.170.128.137,5,58.3432303,,,,,,
192.170.128.138,3,58.34348999,,,,,,
192.170.128.139,4,58.34383624,,,,,,
192.170.128.140,7,58.34444217,,,,,,
192.170.128.141,4,58.34478842,,,,,,
192.170.128.142,3,58.34504811,,,,,,
192.170.128.143,3,58.3453078,,,,,,
192.170.128.144,2,58.34548092,,,,,,
192.170.128.145,4,58.34582717,,,,,,
192.170.128.146,6,58.34634655,,,,,,
192.170.128.147,3,58.34660623,,,,,,
192.170.128.148,3,58.34686592,,,,,,
192.170.128.149,1,58.34695248,,,,,,
192.170.128.150,5,58.3473853,,,,,,
192.170.128.151,3,58.34764498,,,,,,
192.170.128.152,5,58.3480778,,,,,,
192.170.128.153,5,58.34851061,,,,,,
192.170.128.154,1,58.34859717,,,,,,
192.170.128.155,7,58.34920311,,,,,,
192.170.128.156,4,58.34954936,,,,,,
192.170.128.157,7,58.35015529,,,,,,
192.170.128.158,4,58.35050154,,,,,,
192.170.128.159,5,58.35093435,,,,,,
192.170.128.160,4,58.3512806,,,,,,
192.170.128.161,4,58.35162685,,,,,,
192.170.128.34,2,58.35179998,,,,,,
192.170.128.35,1,58.35188654,,,,,,
192.170.128.36,3,58.35214623,,,,,,
192.170.128.37,5,58.35257904,,,,,,
192.170.128.39,3,58.35283873,,,,,,
192.170.128.40,1,58.35292529,,,,,,
192.170.128.42,5,58.3533581,,,,,,
192.170.128.43,5,58.35379091,,,,,,
192.170.128.44,5,58.35422373,,,,,,
192.170.128.45,2,58.35439685,,,,,,
192.170.128.46,3,58.35465654,,,,,,
192.170.128.47,2,58.35482966,,,,,,
192.170.128.48,2,58.35500279,,,,,,
192.170.128.49,1,58.35508935,,,,,,
192.170.128.50,4,58.3554356,,,,,,
192.170.128.51,2,58.35560872,,,,,,
192.170.128.52,2,58.35578185,,,,,,
192.170.128.53,1,58.35586841,,,,,,
192.170.128.54,5,58.35630122,,,,,,
192.170.128.55,2,58.35647435,,,,,,
192.170.128.56,2,58.35664747,,,,,,
192.170.128.57,5,58.35708028,,,,,,
192.170.128.58,1,58.35716685,,,,,,
192.170.128.59,3,58.35742653,,,,,,
192.170.128.60,2,58.35759966,,,,,,
192.170.128.62,1,58.35768622,,,,,,
192.170.128.63,1,58.35777278,,,,,,
192.170.128.64,2,58.35794591,,,,,,
192.170.128.65,5,58.35837872,,,,,,
192.170.128.98,3,58.35863841,,,,,,
192.170.128.99,5,58.35907122,,,,,,
192.170.129.100,4,58.35941747,,,,,,
192.170.129.101,7,58.36002341,,,,,,
192.170.129.102,4,58.36036966,,,,,,
192.170.129.103,4,58.36071591,,,,,,
192.170.129.104,2,58.36088903,,,,,,
192.170.129.105,4,58.36123528,,,,,,
192.170.129.106,7,58.36184122,,,,,,
192.170.129.107,2,58.36201434,,,,,,
192.170.129.108,4,58.36236059,,,,,,
192.170.129.109,3,58.36262028,,,,,,
192.170.129.110,6,58.36313965,,,,,,
192.170.129.111,2,58.36331278,,,,,,
192.170.129.112,3,58.36357246,,,,,,
192.170.129.113,4,58.36391871,,,,,,
192.170.129.114,7,58.36452465,,,,,,
192.170.129.115,1,58.36461121,,,,,,
192.170.129.116,4,58.36495746,,,,,,
192.170.129.117,3,58.36521715,,,,,,
192.170.129.119,4,58.3655634,,,,,,
192.170.129.120,4,58.36590965,,,,,,
192.170.129.122,3,58.36616934,,,,,,
192.170.129.123,7,58.36677527,,,,,,
192.170.129.124,4,58.36712152,,,,,,
192.170.129.125,7,58.36772746,,,,,,
192.170.129.126,3,58.36798715,,,,,,
192.170.129.127,3,58.36824683,,,,,,
192.170.129.128,7,58.36885277,,,,,,
192.170.129.129,4,58.36919902,,,,,,
192.170.129.163,5,58.36963183,,,,,,
192.170.129.164,3,58.36989152,,,,,,
192.170.129.165,6,58.37041089,,,,,,
192.170.129.166,2,58.37058402,,,,,,
192.170.129.167,3,58.37084371,,,,,,
192.170.129.168,4,58.37118996,,,,,,
192.170.129.169,1,58.37127652,,,,,,
192.170.129.170,6,58.37179589,,,,,,
192.170.129.171,3,58.37205558,,,,,,
192.170.129.172,6,58.37257495,,,,,,
192.170.129.173,5,58.37300777,,,,,,
192.170.129.174,3,58.37326745,,,,,,
192.170.129.175,3,58.37352714,,,,,,
192.170.129.176,6,58.37404652,,,,,,
192.170.129.177,5,58.37447933,,,,,,
192.170.129.178,3,58.37473901,,,,,,
192.170.129.179,2,58.37491214,,,,,,
192.170.129.180,2,58.37508526,,,,,,
192.170.129.182,5,58.37551808,,,,,,
192.170.129.183,2,58.3756912,,,,,,
192.170.129.184,5,58.37612401,,,,,,
192.170.129.185,5,58.37655682,,,,,,
192.170.129.186,1,58.37664339,,,,,,
192.170.129.187,7,58.37724932,,,,,,
192.170.129.188,3,58.37750901,,,,,,
192.170.129.189,6,58.37802839,,,,,,
192.170.129.190,3,58.37828807,,,,,,
192.170.129.191,4,58.37863432,,,,,,
192.170.129.192,5,58.37906713,,,,,,
192.170.129.193,5,58.37949995,,,,,,
192.170.129.196,1,58.37958651,,,,,,
192.170.129.197,1,58.37967307,,,,,,
192.170.129.198,4,58.38001932,,,,,,
192.170.129.199,1,58.38010588,,,,,,
192.170.129.200,4,58.38045213,,,,,,
192.170.129.201,4,58.38079838,,,,,,
192.170.129.202,1,58.38088494,,,,,,
192.170.129.203,1,58.38097151,,,,,,
192.170.129.204,1,58.38105807,,,,,,
192.170.129.205,5,58.38149088,,,,,,
192.170.129.206,2,58.38166401,,,,,,
192.170.129.207,2,58.38183713,,,,,,
192.170.129.208,5,58.38226994,,,,,,
192.170.129.209,1,58.38235651,,,,,,
192.170.129.210,2,58.38252963,,,,,,
192.170.129.211,5,58.38296244,,,,,,
192.170.129.213,1,58.383049,,,,,,
192.170.129.214,3,58.38330869,,,,,,
192.170.129.216,5,58.3837415,,,,,,
192.170.129.217,3,58.38400119,,,,,,
192.170.129.218,1,58.38408775,,,,,,
192.170.129.219,1,58.38417432,,,,,,
192.170.129.220,3,58.384434,,,,,,
192.170.129.222,5,58.38486682,,,,,,
192.170.129.223,4,58.38521306,,,,,,
192.170.129.224,4,58.38555931,,,,,,
192.170.129.225,4,58.38590556,,,,,,
192.170.129.98,7,58.3865115,,,,,,
192.170.129.99,3,58.38677119,,,,,,
192.170.131.226,3,58.38703088,,,,,,
192.170.131.227,3,58.38729056,,,,,,
192.170.131.228,3,58.38755025,,,,,,
192.170.131.229,1,58.38763681,,,,,,
192.170.131.230,5,58.38806962,,,,,,
192.170.131.231,3,58.38832931,,,,,,
192.170.131.232,5,58.38876212,,,,,,
192.170.131.233,5,58.38919494,,,,,,
192.170.131.234,1,58.3892815,,,,,,
192.170.131.235,7,58.38988743,,,,,,
192.170.131.236,4,58.39023368,,,,,,
192.170.131.237,7,58.39083962,,,,,,
192.170.131.238,4,58.39118587,,,,,,
192.170.131.239,4,58.39153212,,,,,,
192.170.131.240,5,58.39196493,,,,,,
192.170.131.241,5,58.39239774,,,,,,
192.170.131.242,1,58.39248431,,,,,,
192.170.131.243,7,58.39309024,,,,,,
192.170.131.244,1,58.39317681,,,,,,
192.170.131.245,3,58.39343649,,,,,,
192.170.131.246,5,58.3938693,,,,,,
192.170.131.247,1,58.39395587,,,,,,
192.170.131.248,7,58.3945618,,,,,,
192.170.131.249,5,58.39499462,,,,,,
192.170.131.250,3,58.3952543,,,,,,
192.170.131.251,3,58.39551399,,,,,,
192.170.131.252,5,58.3959468,,,,,,
192.170.131.253,2,58.39611993,,,,,,
192.170.131.254,7,58.39672586,,,,,,
192.170.131.255,6,58.39724524,,,,,,
192.170.132.0,3,58.39750493,,,,,,
192.170.132.1,3,58.39776461,,,,,,
192.170.133.66,2,58.39793774,,,,,,
192.170.133.67,2,58.39811086,,,,,,
192.170.133.68,3,58.39837055,,,,,,
192.170.133.69,1,58.39845711,,,,,,
192.170.133.70,6,58.39897649,,,,,,
192.170.133.71,3,58.39923617,,,,,,
192.170.133.72,3,58.39949586,,,,,,
192.170.133.73,5,58.39992867,,,,,,
192.170.133.74,1,58.40001523,,,,,,
192.170.133.75,6,58.40053461,,,,,,
192.170.133.77,2,58.40070773,,,,,,
192.170.133.78,4,58.40105398,,,,,,
192.170.133.79,2,58.40122711,,,,,,
192.170.133.80,5,58.40165992,,,,,,
192.170.133.81,3,58.40191961,,,,,,
192.170.133.82,2,58.40209273,,,,,,
192.170.133.84,3,58.40235242,,,,,,
192.170.133.85,2,58.40252554,,,,,,
192.170.133.87,3,58.40278523,,,,,,
192.170.133.88,3,58.40304492,,,,,,
192.170.133.90,1,58.40313148,,,,,,
192.170.133.91,5,58.40356429,,,,,,
192.170.133.92,2,58.40373742,,,,,,
192.170.133.93,6,58.40425679,,,,,,
192.170.133.94,2,58.40442992,,,,,,
192.170.133.95,2,58.40460304,,,,,,
192.170.133.96,2,58.40477617,,,,,,
192.170.133.97,3,58.40503585,,,,,,
192.170.135.229,1,58.40512242,,,,,,
192.170.135.232,3,58.4053821,,,,,,
192.170.135.234,1,58.40546867,,,,,,
192.170.135.238,3,58.40572835,,,,,,
192.170.135.240,3,58.40598804,,,,,,
192.170.135.242,1,58.4060746,,,,,,
192.170.135.244,3,58.40633429,,,,,,
192.170.135.247,3,58.40659398,,,,,,
192.170.135.254,1,58.40668054,,,,,,
192.170.136.10,27,58.40901772,,,,,,
192.170.136.101,1,58.40910429,,,,,,
192.170.136.102,1,58.40919085,,,,,,
192.170.136.105,1,58.40927741,,,,,,
192.170.136.106,1,58.40936397,,,,,,
192.170.136.109,1,58.40945054,,,,,,
192.170.136.11,15,58.41074897,,,,,,
192.170.136.110,1,58.41083553,,,,,,
192.170.136.111,2,58.41100866,,,,,,
192.170.136.113,1,58.41109522,,,,,,
192.170.136.114,1,58.41118178,,,,,,
192.170.136.115,4,58.41152803,,,,,,
192.170.136.116,1,58.4116146,,,,,,
192.170.136.119,1,58.41170116,,,,,,
192.170.136.12,25,58.41386522,,,,,,
192.170.136.120,4,58.41421147,,,,,,
192.170.136.123,1,58.41429803,,,,,,
192.170.136.124,3,58.41455772,,,,,,
192.170.136.125,4,58.41490397,,,,,,
192.170.136.128,1,58.41499053,,,,,,
192.170.136.13,21,58.41680834,,,,,,
192.170.136.132,2,58.41698147,,,,,,
192.170.136.134,4,58.41732771,,,,,,
192.170.136.135,2,58.41750084,,,,,,
192.170.136.136,1,58.4175874,,,,,,
192.170.136.137,4,58.41793365,,,,,,
192.170.136.139,4,58.4182799,,,,,,
192.170.136.14,6,58.41879928,,,,,,
192.170.136.141,1,58.41888584,,,,,,
192.170.136.142,2,58.41905896,,,,,,
192.170.136.144,4,58.41940521,,,,,,
192.170.136.145,1,58.41949177,,,,,,
192.170.136.147,1,58.41957834,,,,,,
192.170.136.149,2,58.41975146,,,,,,
192.170.136.15,17,58.42122302,,,,,,
192.170.136.150,1,58.42130959,,,,,,
192.170.136.152,4,58.42165583,,,,,,
192.170.136.153,1,58.4217424,,,,,,
192.170.136.154,2,58.42191552,,,,,,
192.170.136.155,1,58.42200208,,,,,,
192.170.136.156,1,58.42208865,,,,,,
192.170.136.158,4,58.4224349,,,,,,
192.170.136.159,1,58.42252146,,,,,,
192.170.136.16,10,58.42338708,,,,,,
192.170.136.160,1,58.42347365,,,,,,
192.170.136.162,1,58.42356021,,,,,,
192.170.136.163,1,58.42364677,,,,,,
192.170.136.164,4,58.42399302,,,,,,
192.170.136.165,1,58.42407958,,,,,,
192.170.136.167,4,58.42442583,,,,,,
192.170.136.168,1,58.42451239,,,,,,
192.170.136.17,39,58.42788833,,,,,,
192.170.136.170,1,58.42797489,,,,,,
192.170.136.171,1,58.42806145,,,,,,
192.170.136.174,2,58.42823458,,,,,,
192.170.136.178,2,58.4284077,,,,,,
192.170.136.18,10,58.42927333,,,,,,
192.170.136.180,3,58.42953301,,,,,,
192.170.136.181,4,58.42987926,,,,,,
192.170.136.183,3,58.43013895,,,,,,
192.170.136.184,1,58.43022551,,,,,,
192.170.136.186,4,58.43057176,,,,,,
192.170.136.187,4,58.43091801,,,,,,
192.170.136.188,4,58.43126426,,,,,,
192.170.136.189,1,58.43135082,,,,,,
192.170.136.19,37,58.43455363,,,,,,
192.170.136.190,2,58.43472676,,,,,,
192.170.136.192,1,58.43481332,,,,,,
192.170.136.194,4,58.43515957,,,,,,
192.170.136.196,1,58.43524613,,,,,,
192.170.136.197,2,58.43541926,,,,,,
192.170.136.198,1,58.43550582,,,,,,
192.170.136.199,1,58.43559238,,,,,,
192.170.136.2,3,58.43585207,,,,,,
192.170.136.20,27,58.43818925,,,,,,
192.170.136.200,4,58.4385355,,,,,,
192.170.136.201,1,58.43862207,,,,,,
192.170.136.202,2,58.43879519,,,,,,
192.170.136.203,2,58.43896831,,,,,,
192.170.136.205,2,58.43914144,,,,,,
192.170.136.206,1,58.439228,,,,,,
192.170.136.207,2,58.43940113,,,,,,
192.170.136.208,4,58.43974738,,,,,,
192.170.136.209,3,58.44000706,,,,,,
192.170.136.21,38,58.44329643,,,,,,
192.170.136.210,1,58.443383,,,,,,
192.170.136.212,1,58.44346956,,,,,,
192.170.136.213,2,58.44364268,,,,,,
192.170.136.214,1,58.44372925,,,,,,
192.170.136.215,1,58.44381581,,,,,,
192.170.136.216,5,58.44424862,,,,,,
192.170.136.217,1,58.44433518,,,,,,
192.170.136.218,2,58.44450831,,,,,,
192.170.136.219,2,58.44468143,,,,,,
192.170.136.22,30,58.44727831,,,,,,
192.170.136.221,2,58.44745143,,,,,,
192.170.136.222,1,58.44753799,,,,,,
192.170.136.226,3,58.44779768,,,,,,
192.170.136.227,1,58.44788424,,,,,,
192.170.136.228,3,58.44814393,,,,,,
192.170.136.229,4,58.44849018,,,,,,
192.170.136.23,28,58.45091393,,,,,,
192.170.136.230,1,58.45100049,,,,,,
192.170.136.231,3,58.45126018,,,,,,
192.170.136.232,1,58.45134674,,,,,,
192.170.136.233,1,58.4514333,,,,,,
192.170.136.234,4,58.45177955,,,,,,
192.170.136.235,5,58.45221236,,,,,,
192.170.136.236,1,58.45229892,,,,,,
192.170.136.238,1,58.45238549,,,,,,
192.170.136.239,4,58.45273174,,,,,,
192.170.136.24,11,58.45368392,,,,,,
192.170.136.240,1,58.45377048,,,,,,
192.170.136.241,1,58.45385705,,,,,,
192.170.136.242,4,58.4542033,,,,,,
192.170.136.243,1,58.45428986,,,,,,
192.170.136.244,1,58.45437642,,,,,,
192.170.136.245,2,58.45454955,,,,,,
192.170.136.246,1,58.45463611,,,,,,
192.170.136.247,1,58.45472267,,,,,,
192.170.136.248,5,58.45515548,,,,,,
192.170.136.249,1,58.45524205,,,,,,
192.170.136.25,30,58.45783892,,,,,,
192.170.136.250,2,58.45801204,,,,,,
192.170.136.251,3,58.45827173,,,,,,
192.170.136.253,2,58.45844485,,,,,,
192.170.136.254,1,58.45853142,,,,,,
192.170.136.26,38,58.46182079,,,,,,
192.170.136.27,32,58.46459078,,,,,,
192.170.136.28,22,58.46649516,,,,,,
192.170.136.29,25,58.46865922,,,,,,
192.170.136.3,20,58.47039047,,,,,,
192.170.136.30,41,58.47393952,,,,,,
192.170.136.31,24,58.47601702,,,,,,
192.170.136.32,23,58.47800796,,,,,,
192.170.136.33,8,58.47870046,,,,,,
192.170.136.38,3,58.47896014,,,,,,
192.170.136.4,34,58.48190326,,,,,,
192.170.136.41,3,58.48216295,,,,,,
192.170.136.44,1,58.48224951,,,,,,
192.170.136.45,2,58.48242264,,,,,,
192.170.136.47,2,58.48259576,,,,,,
192.170.136.5,27,58.48493295,,,,,,
192.170.136.50,1,58.48501951,,,,,,
192.170.136.51,3,58.4852792,,,,,,
192.170.136.56,3,58.48553889,,,,,,
192.170.136.6,12,58.48657763,,,,,,
192.170.136.60,2,58.48675076,,,,,,
192.170.136.61,3,58.48701045,,,,,,
192.170.136.64,3,58.48727013,,,,,,
192.170.136.67,1,58.4873567,,,,,,
192.170.136.68,1,58.48744326,,,,,,
192.170.136.7,37,58.49064607,,,,,,
192.170.136.70,1,58.49073263,,,,,,
192.170.136.71,1,58.49081919,,,,,,
192.170.136.72,3,58.49107888,,,,,,
192.170.136.73,1,58.49116544,,,,,,
192.170.136.75,1,58.491252,,,,,,
192.170.136.76,2,58.49142513,,,,,,
192.170.136.77,2,58.49159825,,,,,,
192.170.136.8,31,58.49428169,,,,,,
192.170.136.81,3,58.49454138,,,,,,
192.170.136.83,4,58.49488762,,,,,,
192.170.136.87,1,58.49497419,,,,,,
192.170.136.88,4,58.49532044,,,,,,
192.170.136.9,10,58.49618606,,,,,,
192.170.136.91,1,58.49627262,,,,,,
192.170.136.92,3,58.49653231,,,,,,
192.170.136.93,3,58.496792,,,,,,
192.170.136.97,1,58.49687856,,,,,,
192.170.136.98,1,58.49696512,,,,,,
192.170.136.99,2,58.49713825,,,,,,
192.170.137.0,1,58.49722481,,,,,,
192.170.137.100,2008,58.67104211,,,,,,
192.170.137.101,2184,58.86009439,,,,,,
192.170.137.102,1824,59.0179842,,,,,,
192.170.137.103,2020,59.19284025,,,,,,
192.170.137.104,1885,59.35601037,,,,,,
192.170.137.105,1822,59.51372707,,,,,,
192.170.137.106,2187,59.70303903,,,,,,
192.170.137.107,3562,60.0113743,,,,,,
192.170.137.108,1969,60.18181566,,,,,,
192.170.137.109,1425,60.30516708,,,,,,
192.170.137.110,1318,60.41925633,,,,,,
192.170.137.111,1220,60.52486245,,,,,,
192.170.137.112,1922,60.69123538,,,,,,
192.170.137.113,1823,60.84903864,,,,,,
192.170.137.114,2175,61.03731186,,,,,,
192.170.137.115,1386,61.15728734,,,,,,
192.170.137.116,2089,61.33811619,,,,,,
192.170.137.117,1447,61.46337199,,,,,,
192.170.137.118,1374,61.58230872,,,,,,
192.170.137.119,2103,61.76434945,,,,,,
192.170.137.120,1596,61.90250304,,,,,,
192.170.137.121,1376,62.0216129,,,,,,
192.170.137.122,1443,62.14652244,,,,,,
192.170.137.123,2331,62.3482994,,,,,,
192.170.137.124,1272,62.45840677,,,,,,
192.170.137.125,3480,62.75964392,,,,,,
192.170.137.126,1439,62.88420721,,,,,,
192.170.137.127,1671,63.02885298,,,,,,
192.170.137.128,2142,63.21426964,,,,,,
192.170.137.129,2032,63.39016443,,,,,,
192.170.137.132,2,63.39033756,,,,,,
192.170.137.135,2,63.39051068,,,,,,
192.170.137.139,1,63.39059725,,,,,,
192.170.137.14,1,63.39068381,,,,,,
192.170.137.141,2,63.39085693,,,,,,
192.170.137.149,2,63.39103006,,,,,,
192.170.137.15,1,63.39111662,,,,,,
192.170.137.151,1,63.39120318,,,,,,
192.170.137.154,2,63.39137631,,,,,,
192.170.137.155,2,63.39154943,,,,,,
192.170.137.156,2,63.39172256,,,,,,
192.170.137.162,2,63.39189568,,,,,,
192.170.137.164,1,63.39198224,,,,,,
192.170.137.167,1,63.39206881,,,,,,
192.170.137.175,3,63.39232849,,,,,,
192.170.137.184,2,63.39250162,,,,,,
192.170.137.190,2,63.39267474,,,,,,
192.170.137.192,2,63.39284787,,,,,,
192.170.137.204,3,63.39310756,,,,,,
192.170.137.207,3,63.39336724,,,,,,
192.170.137.209,3,63.39362693,,,,,,
192.170.137.21,1,63.39371349,,,,,,
192.170.137.216,2,63.39388662,,,,,,
192.170.137.222,3,63.3941463,,,,,,
192.170.137.228,2,63.39431943,,,,,,
192.170.137.231,2,63.39449255,,,,,,
192.170.137.238,1,63.39457912,,,,,,
192.170.137.239,3,63.3948388,,,,,,
192.170.137.248,3,63.39509849,,,,,,
192.170.137.254,3,63.39535818,,,,,,
192.170.137.26,1,63.39544474,,,,,,
192.170.137.27,1,63.3955313,,,,,,
192.170.137.3,1,63.39561787,,,,,,
192.170.137.34,2,63.39579099,,,,,,
192.170.137.4,1,63.39587755,,,,,,
192.170.137.40,2,63.39605068,,,,,,
192.170.137.47,1,63.39613724,,,,,,
192.170.137.54,1,63.3962238,,,,,,
192.170.137.56,1,63.39631036,,,,,,
192.170.137.57,1,63.39639693,,,,,,
192.170.137.60,2,63.39657005,,,,,,
192.170.137.64,1,63.39665661,,,,,,
192.170.137.65,1,63.39674318,,,,,,
192.170.137.7,1,63.39682974,,,,,,
192.170.137.76,2,63.39700286,,,,,,
192.170.137.86,2,63.39717599,,,,,,
192.170.137.88,1,63.39726255,,,,,,
192.170.137.89,2,63.39743568,,,,,,
192.170.137.92,2,63.3976088,,,,,,
192.170.137.97,2,63.39778193,,,,,,
192.170.137.98,2328,63.59929919,,,,,,
192.170.137.99,1428,63.7229103,,,,,,
192.170.138.0,1,63.72299686,,,,,,
192.170.138.108,1,63.72308342,,,,,,
192.170.138.14,3,63.72334311,,,,,,
192.170.138.140,1,63.72342967,,,,,,
192.170.138.143,1,63.72351623,,,,,,
192.170.138.145,1,63.7236028,,,,,,
192.170.138.155,1,63.72368936,,,,,,
192.170.138.157,1,63.72377592,,,,,,
192.170.138.162,1,63.72386248,,,,,,
192.170.138.165,1,63.72394905,,,,,,
192.170.138.170,1,63.72403561,,,,,,
192.170.138.182,1,63.72412217,,,,,,
192.170.138.185,1,63.72420873,,,,,,
192.170.138.19,1,63.7242953,,,,,,
192.170.138.193,1,63.72438186,,,,,,
192.170.138.196,1,63.72446842,,,,,,
192.170.138.199,1,63.72455498,,,,,,
192.170.138.2,3,63.72481467,,,,,,
192.170.138.205,1,63.72490123,,,,,,
192.170.138.212,1,63.72498779,,,,,,
192.170.138.215,1,63.72507436,,,,,,
192.170.138.221,1,63.72516092,,,,,,
192.170.138.238,1,63.72524748,,,,,,
192.170.138.244,1,63.72533404,,,,,,
192.170.138.247,1,63.72542061,,,,,,
192.170.138.253,1,63.72550717,,,,,,
192.170.138.3,1,63.72559373,,,,,,
192.170.138.31,3,63.72585342,,,,,,
192.170.138.32,3,63.72611311,,,,,,
192.170.139.100,2014,63.90044978,,,,,,
192.170.139.101,2171,64.08837675,,,,,,
192.170.139.102,1805,64.24462188,,,,,,
192.170.139.103,2012,64.41878543,,,,,,
192.170.139.104,1833,64.5774543,,,,,,
192.170.139.105,1797,64.73300694,,,,,,
192.170.139.106,2180,64.92171297,,,,,,
192.170.139.107,3554,65.22935573,,,,,,
192.170.139.108,1914,65.39503617,,,,,,
192.170.139.109,1376,65.51414603,,,,,,
192.170.139.110,1306,65.62719652,,,,,,
192.170.139.111,1198,65.73089828,,,,,,
192.170.139.112,1841,65.89025965,,,,,,
192.170.139.113,1795,66.04563916,,,,,,
192.170.139.114,2158,66.23244082,,,,,,
192.170.139.115,1368,66.35085818,,,,,,
192.170.139.116,2084,66.53125422,,,,,,
192.170.139.117,1418,66.6539997,,,,,,
192.170.139.118,1343,66.770253,,,,,,
192.170.139.119,2079,66.95021623,,,,,,
192.170.139.120,1560,67.08525358,,,,,,
192.170.139.121,1353,67.2023725,,,,,,
192.170.139.122,1408,67.32425236,,,,,,
192.170.139.123,2429,67.53451243,,,,,,
192.170.139.124,1261,67.64366761,,,,,,
192.170.139.125,3456,67.94282727,,,,,,
192.170.139.126,1438,68.067304,,,,,,
192.170.139.127,1645,68.20969914,,,,,,
192.170.139.128,2147,68.39554862,,,,,,
192.170.139.129,2002,68.56884654,,,,,,
192.170.139.16,1,68.5689331,,,,,,
192.170.139.2,1,68.56901966,,,,,,
192.170.139.30,1,68.56910623,,,,,,
192.170.139.33,2,68.56927935,,,,,,
192.170.139.36,1,68.56936591,,,,,,
192.170.139.39,1,68.56945248,,,,,,
192.170.139.45,1,68.56953904,,,,,,
192.170.139.47,1,68.5696256,,,,,,
192.170.139.54,1,68.56971216,,,,,,
192.170.139.57,1,68.56979873,,,,,,
